arm,mode,strategy,seed,client,round,bal_acc_own
local,finetune,-,2,1,25,0.690704
local,finetune,-,2,1,26,0.648116
local,finetune,-,2,1,27,0.697308
local,finetune,-,2,1,28,0.696770
local,finetune,-,2,1,29,0.690973
local,finetune,-,2,1,30,0.697308
local,finetune,-,2,1,31,0.697577
local,finetune,-,2,1,32,0.668468
local,finetune,-,2,1,33,0.676149
local,finetune,-,2,1,34,0.634368
local,finetune,-,2,1,35,0.656335
local,finetune,-,2,1,36,0.710786
local,finetune,-,2,1,37,0.704989
local,finetune,-,2,1,38,0.731013
local,finetune,-,2,1,39,0.764968
local,finetune,-,2,1,40,0.741925
local,finetune,-,2,2,1,0.322568
local,finetune,-,2,2,2,0.443004
local,finetune,-,2,2,3,0.498809
local,finetune,-,2,2,4,0.557031
local,finetune,-,2,2,5,0.602738
local,finetune,-,2,2,6,0.631811
local,finetune,-,2,2,7,0.644043
local,finetune,-,2,2,8,0.645401
local,finetune,-,2,2,9,0.663423
local,finetune,-,2,2,10,0.637695
local,finetune,-,2,2,11,0.656509
local,finetune,-,2,2,12,0.666112
local,finetune,-,2,2,13,0.662142
local,finetune,-,2,2,14,0.670530
local,finetune,-,2,2,15,0.684729
local,finetune,-,2,2,16,0.680291
local,finetune,-,2,2,17,0.698969
local,finetune,-,2,2,18,0.698453
local,finetune,-,2,2,19,0.690741
local,finetune,-,2,2,20,0.697783
local,finetune,-,2,2,21,0.701731
local,finetune,-,2,2,22,0.694200
local,finetune,-,2,2,23,0.697592
local,finetune,-,2,2,24,0.690525
local,finetune,-,2,2,25,0.690938
local,finetune,-,2,2,26,0.691302
local,finetune,-,2,2,27,0.698653
local,finetune,-,2,2,28,0.690537
local,finetune,-,2,2,29,0.698676
local,finetune,-,2,2,30,0.677790
local,finetune,-,2,2,31,0.694389
local,finetune,-,2,2,32,0.841393
local,finetune,-,2,2,33,0.696019
local,finetune,-,2,2,34,0.840152
local,finetune,-,2,2,35,0.699016
local,finetune,-,2,2,36,0.708350
local,finetune,-,2,2,37,0.703514
local,finetune,-,2,2,38,0.688109
local,finetune,-,2,2,39,0.680556
local,finetune,-,2,2,40,0.823281
local,finetune,-,2,3,1,0.289690
local,finetune,-,2,3,2,0.319276
local,finetune,-,2,3,3,0.365009
local,finetune,-,2,3,4,0.424135
local,finetune,-,2,3,5,0.465840
local,finetune,-,2,3,6,0.508539
local,finetune,-,2,3,7,0.535206
local,finetune,-,2,3,8,0.577768
local,finetune,-,2,3,9,0.592664
local,finetune,-,2,3,10,0.569972
local,finetune,-,2,3,11,0.581218
local,finetune,-,2,3,12,0.570838
local,finetune,-,2,3,13,0.583529
local,finetune,-,2,3,14,0.548216
local,finetune,-,2,3,15,0.597907
local,finetune,-,2,3,16,0.601878
local,finetune,-,2,3,17,0.586854
local,finetune,-,2,3,18,0.629725
local,finetune,-,2,3,19,0.577380
local,finetune,-,2,3,20,0.585185
local,finetune,-,2,3,21,0.596878
local,finetune,-,2,3,22,0.627768
local,finetune,-,2,3,23,0.600173
local,finetune,-,2,3,24,0.635578
local,finetune,-,2,3,25,0.609171
local,finetune,-,2,3,26,0.611773
local,finetune,-,2,3,27,0.621278
local,finetune,-,2,3,28,0.658911
local,finetune,-,2,3,29,0.636581
local,finetune,-,2,3,30,0.637588
local,finetune,-,2,3,31,0.640530
local,finetune,-,2,3,32,0.638662
local,finetune,-,2,3,33,0.653724
local,finetune,-,2,3,34,0.628613
local,finetune,-,2,3,35,0.637173
local,finetune,-,2,3,36,0.615992
local,finetune,-,2,3,37,0.665577
local,finetune,-,2,3,38,0.656861
local,finetune,-,2,3,39,0.664791
local,finetune,-,2,3,40,0.651393
local,finetune,-,2,4,1,0.492991
local,finetune,-,2,4,2,0.622037
local,finetune,-,2,4,3,0.647495
local,finetune,-,2,4,4,0.635642
local,finetune,-,2,4,5,0.657596
local,finetune,-,2,4,6,0.678005
local,finetune,-,2,4,7,0.678211
local,finetune,-,2,4,8,0.669656
local,finetune,-,2,4,9,0.693156
local,finetune,-,2,4,10,0.705009
local,finetune,-,2,4,11,0.701711
local,finetune,-,2,4,12,0.698207
local,finetune,-,2,4,13,0.698207
local,finetune,-,2,4,14,0.677798
local,finetune,-,2,4,15,0.679551
local,finetune,-,2,4,16,0.681303
local,finetune,-,2,4,17,0.696454
local,finetune,-,2,4,18,0.698207
local,finetune,-,2,4,19,0.698207
local,finetune,-,2,4,20,0.698207
local,finetune,-,2,4,21,0.692950
local,finetune,-,2,4,22,0.698000
local,finetune,-,2,4,23,0.684601
local,finetune,-,2,4,24,0.696454
local,finetune,-,2,4,25,0.684601
local,finetune,-,2,4,26,0.708308
local,finetune,-,2,4,27,0.679757
local,finetune,-,2,4,28,0.654092
local,finetune,-,2,4,29,0.662441
local,finetune,-,2,4,30,0.672748
local,finetune,-,2,4,31,0.681303
local,finetune,-,2,4,32,0.667904
local,finetune,-,2,4,33,0.669450
local,finetune,-,2,4,34,0.647495
local,finetune,-,2,4,35,0.667697
local,finetune,-,2,4,36,0.655638
local,finetune,-,2,4,37,0.690992
local,finetune,-,2,4,38,0.681097
local,finetune,-,2,4,39,0.645949
local,finetune,-,2,4,40,0.667904
local,finetune,-,2,5,1,0.179054
local,finetune,-,2,5,2,0.247372
local,finetune,-,2,5,3,0.285285
local,finetune,-,2,5,4,0.507508
local,finetune,-,2,5,5,0.514264
local,finetune,-,2,5,6,0.542042
local,finetune,-,2,5,7,0.538664
local,finetune,-,2,5,8,0.587650
local,finetune,-,2,5,9,0.396584
local,finetune,-,2,5,10,0.414227
local,finetune,-,2,5,11,0.348348
local,finetune,-,2,5,12,0.379505
local,finetune,-,2,5,13,0.372748
local,finetune,-,2,5,14,0.351727
local,finetune,-,2,5,15,0.358483
local,finetune,-,2,5,16,0.358483
local,finetune,-,2,5,17,0.371997
local,finetune,-,2,5,18,0.403153
local,finetune,-,2,5,19,0.403153
local,finetune,-,2,5,20,0.403153
local,finetune,-,2,5,21,0.403153
local,finetune,-,2,5,22,0.406532
local,finetune,-,2,5,23,0.434309
local,finetune,-,2,5,24,0.496809
local,finetune,-,2,5,25,0.496809
local,finetune,-,2,5,26,0.500188
local,finetune,-,2,5,27,0.524587
local,finetune,-,2,5,28,0.524587
local,finetune,-,2,5,29,0.527965
local,finetune,-,2,5,30,0.527965
local,finetune,-,2,5,31,0.527965
local,finetune,-,2,5,32,0.527965
local,finetune,-,2,5,33,0.527965
local,finetune,-,2,5,34,0.527965
local,finetune,-,2,5,35,0.527965
local,finetune,-,2,5,36,0.500188
local,finetune,-,2,5,37,0.500188
local,finetune,-,2,5,38,0.472410
local,finetune,-,2,5,39,0.472410
local,finetune,-,2,5,40,0.472410
